phrase,label,confidence,source
enemy quadra kill four souls lost you should probably run,1,0.972,LoL/Pyke
enemy pentakill welcome to my world,1,0.94,LoL/Pyke
enemy pentakill glad you could join me,0,0.976,LoL/Pyke
legendary welcome to the slaughter docks,1,0.929,LoL/Pyke
legendary making me proud,0,0.97,LoL/Pyke
an enemy is unstoppable,1,0.969,LoL/Pyke
an enemy is unstoppable,1,0.969,LoL/Pyke
an enemy is godlike,1,0.974,LoL/Pyke
an enemy is godlike,1,0.974,LoL/Pyke
an enemy is legendary,1,0.975,LoL/Pyke
an enemy is legendary,1,0.975,LoL/Pyke
an enemy is legendary bodies are just piling up,1,0.956,LoL/Pyke
an enemy is legendary ahh murder,1,0.989,LoL/Pyke
shut down thats what i like to see,0,0.986,LoL/Pyke
your team has destroyed a turret,0,0.943,LoL/Pyke
your team scuttled a turret,0,0.957,LoL/Pyke
inhibitors gone under,0,0.941,LoL/Pyke
your team has destroyed an inhibitor,0,0.952,LoL/Pyke
your team has destroyed an inhibitor,0,0.952,LoL/Pyke
sunk the inhibitor,0,0.916,LoL/Pyke
your inhib will be back soon,0,0.99,LoL/Pyke
defeat dont call em slaughter docks for nothin,1,0.976,LoL/Pyke
a summoner has disconnected,0,0.948,LoL/Pyke
a summoner has reconnected,0,0.949,LoL/Pyke
a summoner has rejoined the crew,0,0.972,LoL/Pyke
merchant of venice,0,0.945,LoL/Pyke
what delightful agony we shall inflict,1,0.971,LoL/Thresh
its over when i say,0,0.98,LoL/Thresh
torment comes in so many flavors,0,0.959,LoL/Thresh
what is the worth of a soul,1,0.939,LoL/Thresh
ah the sweet tones of misery,1,0.983,LoL/Thresh
relax just let go,0,0.972,LoL/Thresh
oh the eternity we shall spend together,1,0.933,LoL/Thresh
hmm whose mind shall we snap,1,0.908,LoL/Thresh
me mad haha quite likely,0,0.973,LoL/Thresh
poor lost souls,1,0.967,LoL/Thresh
flesh is a prison,1,0.988,LoL/Thresh
youre falling apart what to do with the pieces,0,0.935,LoL/Thresh
there is life there is death and then there is me,1,0.989,LoL/Thresh
thresh laughs maniacally,0,0.976,LoL/Thresh
thresh laughs maniacally,0,0.976,LoL/Thresh
thresh laughs maniacally,0,0.976,LoL/Thresh
thresh laughs maniacally,0,0.976,LoL/Thresh
lock em up,0,0.986,LoL/Thresh
death no nothing that simple,1,0.981,LoL/Thresh
its over when i say,0,0.98,LoL/Thresh
wretched mongrels get the leash,0,0.974,LoL/Thresh
come out and play,0,0.986,LoL/Thresh
writhe like a worm on a hook,1,0.938,LoL/Thresh
no one can save them,0,0.955,LoL/Thresh
any last words,0,0.982,LoL/Thresh
oh yes its about to get much worse,0,0.923,LoL/Thresh
thresh shouts in effort,0,0.982,LoL/Thresh
thresh shouts in effort,0,0.982,LoL/Thresh
thresh shouts in effort,0,0.982,LoL/Thresh
thresh shouts in effort,0,0.982,LoL/Thresh
round we go,0,0.992,LoL/Thresh
thresh grunts in great effort,0,0.981,LoL/Thresh
thresh grunts in great effort,0,0.981,LoL/Thresh
thresh grunts in great effort,0,0.981,LoL/Thresh
thresh grunts in great effort,0,0.981,LoL/Thresh
my house my rules,0,0.942,LoL/Thresh
nowhere to hide,0,0.976,LoL/Thresh
i own you,0,0.983,LoL/Thresh
thresh laughs menacingly,0,0.959,LoL/Thresh
thresh laughs menacingly,0,0.959,LoL/Thresh
thresh laughs menacingly,0,0.959,LoL/Thresh
thresh laughs menacingly,0,0.959,LoL/Thresh
hook line and sinker,0,0.985,LoL/Thresh
stars cold of life silent in the darkness,1,0.991,LoL/Thresh
i will guide them beyond the brink of infinity,1,0.99,LoL/Thresh
serve well and you shall die well,1,0.988,LoL/Thresh
go forth and destroy,1,0.981,LoL/Thresh
together we shall watch the last star die,1,0.987,LoL/Thresh
enough death and darkness even for you,1,0.99,LoL/Thresh
what better revenge than complete annihilation,1,0.983,LoL/Thresh
we shall suck the marrow from their stars,1,0.991,LoL/Thresh
even the universe will grind to a halt,1,0.984,LoL/Thresh
the cry of a dying star nothings sweeter,1,0.989,LoL/Thresh
we will consume this world,1,0.988,LoL/Thresh
a sinister star indeed,1,0.957,LoL/Thresh
ours is a kingdom of darkness,1,0.991,LoL/Thresh
the stars are no longer infinite,1,0.934,LoL/Thresh
i will chain the very heavens and drag them down,1,0.987,LoL/Thresh
the nothingness accepts all,1,0.987,LoL/Thresh
all things are eventually extinguished,1,0.982,LoL/Thresh
great works broken and destroyed,1,0.91,LoL/Thresh
i envy those who journey into the nothingness,1,0.99,LoL/Thresh
infinity rapture i am their harbinger,1,0.988,LoL/Thresh
not even gods dare look within,1,0.953,LoL/Thresh
oh how i long for the final kiss of annihilation,1,0.99,LoL/Thresh
we sup upon the living galaxies themselves,1,0.978,LoL/Thresh
have you ever seen a thousand stars alight in a shared dawn we have just before we snuffed them out,1,0.978,LoL/Thresh
join your precious stars in oblivion,1,0.972,LoL/Thresh
not even a star can escape our grip,1,0.956,LoL/Thresh
just try to take it sackman,0,0.98,LoL/Thresh
suns moons we have devoured both,0,0.922,LoL/Thresh
suns moons we have devoured both,0,0.922,LoL/Thresh
what is one life among billions,1,0.976,LoL/Thresh
join her in oblivion,1,0.975,LoL/Thresh
we will show you true darkness,1,0.991,LoL/Thresh
how will you protect an entire world when you cannot even save yourself,1,0.957,LoL/Thresh
your betrayal will not save them,1,0.985,LoL/Thresh
your betrayal will not save them,1,0.985,LoL/Thresh
we have looked into the void and consumed it,1,0.99,LoL/Thresh
pretenders to the throne of annihilation,1,0.989,LoL/Thresh
do not prolong the inevitable,1,0.908,LoL/Thresh
nothing escapes the pull of eternity,1,0.989,LoL/Thresh
beyond the stars hide horrors far greater than any can imagine,1,0.991,LoL/Thresh
look at you i think ill keep you or not,0,0.962,LoL/Thresh
oh ivealwayswanted one of these oh man,0,0.98,LoL/Thresh
thresh laughs maniacally,0,0.976,LoL/Thresh
stillness for all eternity,1,0.94,LoL/Thresh
they struggle how meaningless,1,0.944,LoL/Thresh
brave souls destroyed and consumed,1,0.99,LoL/Thresh
the meaning of life is that it stops,1,0.974,LoL/Thresh
we will all collapse into one,1,0.9,LoL/Thresh
i am the herald of realitys end,1,0.99,LoL/Thresh
we are the death of hope,1,0.988,LoL/Thresh
a dark star rises,1,0.987,LoL/Thresh
the galaxy will suffocate in darkness,1,0.99,LoL/Thresh
their suffering makes us stronger,1,0.988,LoL/Thresh
enter the horizon,0,0.97,LoL/Thresh
gaze into the eye of annihilation,1,0.992,LoL/Thresh
we are shadows cast by darkness,1,0.99,LoL/Thresh
do not fear the end embrace it,1,0.99,LoL/Thresh
another soul to feed the endless hunger,1,0.985,LoL/Thresh
i will carve my way across the stars,1,0.973,LoL/Thresh
those wings offer no escape,1,0.966,LoL/Thresh
soul or no i will feed it to the nothingness,1,0.992,LoL/Thresh
ive destroyed realities what threat is this beast,1,0.991,LoL/Thresh
a baron eh baron of a dead world,1,0.986,LoL/Thresh
nothingescapes our hunger,1,0.976,LoL/Thresh
join us in death,1,0.986,LoL/Thresh
we shall hunt you to the ends of creation,1,0.992,LoL/Thresh
space is no impediment,0,0.975,LoL/Thresh
nowhere left to run,0,0.977,LoL/Thresh
of your own accord,0,0.939,LoL/Thresh
become part of something greater nothingness,1,0.987,LoL/Thresh
death is but a dream,1,0.972,LoL/Thresh
welcome to the event horizon,0,0.987,LoL/Thresh
we are inescapable,1,0.96,LoL/Thresh
the stars die as we approach,1,0.973,LoL/Thresh
there is nowhere to run weve destroyed it all,1,0.968,LoL/Thresh
their screams sing me to my eternal sleep,1,0.99,LoL/Thresh
not even light can escape us,1,0.982,LoL/Thresh
they all seem to die with a whimper,1,0.912,LoL/Thresh
they feed the very engine of their destruction,1,0.991,LoL/Thresh
i am the vanishing point onallhorizons,1,0.95,LoL/Thresh
fine craftsmanship for a dead people,1,0.936,LoL/Thresh
oh such destruction to come,1,0.985,LoL/Thresh
use their defenses against them,0,0.968,LoL/Thresh
no legion can stand before us,1,0.913,LoL/Thresh
whats an aegis anyway,0,0.989,LoL/Thresh
not nearly big enough,0,0.99,LoL/Thresh
my other belt is made of dead stars,1,0.945,LoL/Thresh
not quite my style but it will have to do,0,0.989,LoL/Thresh
none living shall escape my sight,1,0.988,LoL/Thresh
one day this hunger will be sated,1,0.958,LoL/Thresh
much more work to do,0,0.99,LoL/Thresh
the embrace of nothingness,1,0.977,LoL/Thresh
oh thank you,0,0.991,LoL/Thresh
only a few more stars a few more galaxies,0,0.913,LoL/Thresh
time space reality we shall consume all,1,0.985,LoL/Thresh
come children of hopes and dreams let me show you what life cannot,1,0.986,LoL/Thresh
my collection is my family and its spirits my beloved children,1,0.953,LoL/Thresh
lost spirits everywhere i must guide them home,1,0.984,LoL/Thresh
tiny twinkles of life struggling ever so intensely i will light their path,1,0.985,LoL/Thresh
ah life so simple so naive like a flower yet to bloom,1,0.986,LoL/Thresh
screams of agony echo my favorite melodies,1,0.94,LoL/Thresh
why must they fear me i do not bite i merely collect,1,0.968,LoL/Thresh
no matter the season death blossoms,1,0.989,LoL/Thresh
they think me a god thresh scoffs no nothing that simple,1,0.991,LoL/Thresh
to the living i am a demon to the dead i am a savior,1,0.992,LoL/Thresh
poor lost souls i must save them all from themselves,1,0.989,LoL/Thresh
to live is to suffer to survive is to find beauty in the suffering,1,0.991,LoL/Thresh
life is painiam sweet release,1,0.988,LoL/Thresh
i am not the end i am the final awakening,1,0.99,LoL/Thresh
i herald the greatest blessing,1,0.919,LoL/Thresh
life is a prison,1,0.983,LoL/Thresh
i do not discriminate all must find comfort inside my lantern,1,0.965,LoL/Thresh
no need to rush death will bless us all,1,0.989,LoL/Thresh
my magic is older than life,1,0.969,LoL/Thresh
in death we become family,1,0.974,LoL/Thresh
spirits alone and forsaken i grant them all purpose,1,0.99,LoL/Thresh
torment is such a harsh word i prefer nurture,1,0.957,LoL/Thresh
cruelty is a gift i learn from the living,1,0.988,LoL/Thresh
nothing more beautiful than death,1,0.986,LoL/Thresh
poor lost spirits beckoning to bloom ive been waiting for you,1,0.979,LoL/Thresh
do not fear me i am but a servant of the natural order that guides us all,1,0.955,LoL/Thresh
in life you are heroes and villains in death you are all my children,1,0.99,LoL/Thresh
no one understands the intricacies of my collection and that is why i must never stop,0,0.909,LoL/Thresh
i am friends with all spirits until they decide to question me,1,0.944,LoL/Thresh
the living say look death in the eye thresh chuckles i do love an intimate connection,1,0.988,LoL/Thresh
those privy to my secrets thresh chuckles they are safe with me now,1,0.984,LoL/Thresh
the dead passing to spirits the spirits passing to my collection that is how it must be,1,0.992,LoL/Thresh
that little fox and i once guided spirits together but now i must save them from her errant ways,1,0.98,LoL/Thresh
without me the dead would be lost i am what drives them to greatness,1,0.992,LoL/Thresh
cassiopeia you treat the spirits with tenderloving cruelty thresh chuckles that i admire,1,0.968,LoL/Thresh
they took your home lillia do not forget this loss let it course through you,1,0.919,LoL/Thresh
lucian that name perhaps we met in another life perhaps you failed to catch my attention,0,0.931,LoL/Thresh
riven a spirit betrayed by her own kind that is a tragedy i adore,1,0.988,LoL/Thresh
why why do you exist you stupid raccoon dog,0,0.93,LoL/Thresh
hunting demons only to become one yourself vayne  thresh chuckles i will make you precious,1,0.992,LoL/Thresh
yone the eldest son overshadowed by his younger brother how could you possibly rest in peace,1,0.927,LoL/Thresh
many spirits have potential but yours yours will simply fade,1,0.983,LoL/Thresh
a life not worth savoring a death not worth remembering,1,0.971,LoL/Thresh
taunt me again i do love hearing you mask your insecurities,1,0.945,LoL/Thresh
my little pet dinner,0,0.985,LoL/Thresh
whos a good demon lantern thresh giggles you are,1,0.911,LoL/Thresh
dont spoil your dinner now,0,0.955,LoL/Thresh
oh dear your wit faded long ago,1,0.966,LoL/Thresh
thresh laughs softly,0,0.98,LoL/Thresh
thresh plays a song from his lantern,0,0.972,LoL/Thresh
thresh grunts and laughs,0,0.987,LoL/Thresh
you belong to me,0,0.911,LoL/Thresh
for my collection,0,0.989,LoL/Thresh
you are lost allow me,1,0.919,LoL/Thresh
i will grant you purpose,0,0.932,LoL/Thresh
no need to struggle,0,0.956,LoL/Thresh
let it all go,0,0.972,LoL/Thresh
join your siblings,0,0.966,LoL/Thresh
naughty little one,0,0.975,LoL/Thresh
oh yes challenge me,0,0.983,LoL/Thresh
a wandering soul,1,0.964,LoL/Thresh
no more games,0,0.99,LoL/Thresh
ive been waiting for you,0,0.983,LoL/Thresh
you are chosen,0,0.97,LoL/Thresh
ive been waiting,0,0.977,LoL/Thresh
play with me,0,0.99,LoL/Thresh
where are you off to,0,0.991,LoL/Thresh
it doesnt bite,0,0.955,LoL/Thresh
you know better,0,0.988,LoL/Thresh
i dont think so,0,0.987,LoL/Thresh
no you dont,0,0.982,LoL/Thresh
this is freedom,0,0.923,LoL/Thresh
hush now you are home,0,0.978,LoL/Thresh
rest i will take good care of you,0,0.979,LoL/Thresh
welcome to my family,0,0.972,LoL/Thresh
call me father if you wish,0,0.947,LoL/Thresh
byebye little fox your children rest with me now,1,0.927,LoL/Thresh
dreams of hope no i am afraid i cannot allow that lillia,1,0.964,LoL/Thresh
lucian lucian lucian no still doesnt ring a bell,0,0.978,LoL/Thresh
riven thresh chuckles severed broken,1,0.942,LoL/Thresh
welcome home my dear senna,0,0.964,LoL/Thresh
that was no spirit no demon that was an abomination,1,0.99,LoL/Thresh
five spirits a completed collection,0,0.981,LoL/Thresh
a father must always look his best,0,0.971,LoL/Thresh
a better look for better times,0,0.985,LoL/Thresh
ahhhh thats better,0,0.992,LoL/Thresh
dont you know absence makes the heart grow fonder,1,0.986,LoL/Thresh
death is inevitable,1,0.972,LoL/Thresh
ah the beautiful pangs of resurrection,1,0.981,LoL/Thresh
i hope my children didnt miss me too much,0,0.939,LoL/Thresh
welcome to summoners rift,0,0.904,LoL/Thresh
you have slain an enemy,1,0.959,LoL/Thresh
you have slain an enemy,1,0.959,LoL/Thresh
you have slain an enemy,1,0.959,LoL/Thresh
you have been slain,1,0.97,LoL/Thresh
you have been slain,1,0.97,LoL/Thresh
an enemy has been slain,1,0.971,LoL/Thresh
an enemy has been slain,1,0.971,LoL/Thresh
an enemy has been slain,1,0.971,LoL/Thresh
an enemy is unstoppable,1,0.969,LoL/Thresh
an enemy is unstoppable,1,0.969,LoL/Thresh
an enemy is godlike,1,0.974,LoL/Thresh
an enemy is godlike,1,0.974,LoL/Thresh
an enemy is legendary,1,0.975,LoL/Thresh
an enemy is legendary,1,0.975,LoL/Thresh
your team has destroyed a turret,0,0.943,LoL/Thresh
your team has destroyed an inhibitor,0,0.952,LoL/Thresh
a summoner has disconnected,0,0.948,LoL/Thresh
a summoner has disconnected,0,0.948,LoL/Thresh
a summoner has reconnected,0,0.949,LoL/Thresh
welcome to the cosmic ruins,1,0.967,LoL/Thresh
your team has gathered half your souls,1,0.948,LoL/Thresh
the enemy team has gathered half their souls,1,0.908,LoL/Thresh
only the singularity can bring oblivion  sweet rapture,1,0.991,LoL/Thresh
the dark star hungers for souls,1,0.992,LoL/Thresh
only the singularity will free me  free everything,1,0.991,LoL/Thresh
more more for the dark star,1,0.963,LoL/Thresh
round one defeat,0,0.972,LoL/Thresh
round one victory,0,0.984,LoL/Thresh
round two defeat,0,0.98,LoL/Thresh
round two victory,0,0.984,LoL/Thresh
agony ecstasy peace every passing has a beauty all its own,1,0.986,LoL/Karthus
ah the kiss of death,1,0.978,LoL/Karthus
so many souls await,1,0.972,LoL/Karthus
we all have a place among the divine we have only to accept it,1,0.97,LoL/Karthus
solace comes with a still heart,1,0.927,LoL/Karthus
shed no tears for the dead,1,0.983,LoL/Karthus
may death free us all,1,0.988,LoL/Karthus
follow my voice and slip away,1,0.915,LoL/Karthus
i can give you certainty,0,0.974,LoL/Karthus
you are the candle burning unto nothing,1,0.99,LoL/Karthus
death is but a horizon,1,0.985,LoL/Karthus
you have been dying from your first breath,1,0.961,LoL/Karthus
you all die why not choose how,1,0.962,LoL/Karthus
the shadow isles sing louder than any siren,1,0.988,LoL/Karthus
you are a doomed vessel,1,0.982,LoL/Karthus
the faithful never fear the grave,1,0.987,LoL/Karthus
in the end only the dead shall remain,1,0.992,LoL/Karthus
pain is the herald of your salvation,1,0.982,LoL/Karthus
hear the elegy of the lost,1,0.973,LoL/Karthus
you will forget breath you will forget love,1,0.987,LoL/Karthus
death is a song all will hear,1,0.953,LoL/Karthus
never hunger never tire never fear,1,0.984,LoL/Karthus
death is blacker than the blackest black times infinity,1,0.991,LoL/Karthus
tower diver gotta get away get away,0,0.942,LoL/Karthus
we totally topped the charts in the freljord,0,0.973,LoL/Karthus
amp it up,0,0.991,LoL/Karthus
you deceive your followers i will enlighten them,1,0.917,LoL/Karthus
you are but the herald hecarim remember who you truly serve,1,0.944,LoL/Karthus
your light is but a candle in the infinite dark,1,0.988,LoL/Karthus
abandon your mortality and find your precious senna,1,0.974,LoL/Karthus
you can always join her lucian it will be bliss,0,0.913,LoL/Karthus
lucian join her,0,0.984,LoL/Karthus
a shell of flesh or a shell of metal both ring hollow,1,0.979,LoL/Karthus
you give the dead purpose mordekaiser i give them meaning,1,0.99,LoL/Karthus
sion we must free your soul from the prison of flesh,1,0.992,LoL/Karthus
you are only the echo of greatness but i can give you a voice again,1,0.978,LoL/Karthus
you may shackle the living but the dead must walk free,1,0.993,LoL/Karthus
death has more meaning than torment alone warden,1,0.989,LoL/Karthus
abomination you have cheated death too long,1,0.988,LoL/Karthus
death could not break me,1,0.981,LoL/Karthus
you are on the eve of liberation varus,1,0.946,LoL/Karthus
i will shred your body and burn your soul,1,0.991,LoL/Karthus
to feel the caress of death for the first time i envy you,1,0.988,LoL/Karthus
the song of your life will be brief,1,0.974,LoL/Karthus
your death will be excruciating,1,0.981,LoL/Karthus
life clings like a parasite to a soul,1,0.988,LoL/Karthus
