phrase,label,source
'Art's for fancy dead folk.',,LoL/Pyke
"'You betrayedme, Kalista.'",,LoL/Pyke
'No. More. Captains.',,LoL/Pyke
'Swim faster than they run.',,LoL/Pyke
'Fog's rolling in.',,LoL/Pyke
'Deep below the surface.',,LoL/Pyke
'Kicking ain't swimming.',,LoL/Pyke
'Misty out there...',,LoL/Pyke
'Swim between the air.',,LoL/Pyke
'Heartbeats carry underwater.',,LoL/Pyke
'Out of the murk!',,LoL/Pyke
'I am the deep!',,LoL/Pyke
'Gonna get 'em!',,LoL/Pyke
'Hushhh... rest now.',,LoL/Pyke
'Sink with me.',,LoL/Pyke
'Welcome to the swimming city.',,LoL/Pyke
'Drink it in...',,LoL/Pyke
"'Yessss, let the water fill you...'",,LoL/Pyke
'No thrashing... Sleeeep...',,LoL/Pyke
'Welcome to the abyss.',,LoL/Pyke
'Something for your effort.',,LoL/Pyke
"'Part of the kill, part of the gold.'",,LoL/Pyke
'I ain't greedy.',,LoL/Pyke
"'I get mine, you get yours.'",,LoL/Pyke
'You pulled your weight.',,LoL/Pyke
'Crews share the wealth.',,LoL/Pyke
'Here is your share.',,LoL/Pyke
Plays on first and second execution in sequence (First/Double Kill),,LoL/Pyke
Plays on third execution in sequence (Triple Kill),,LoL/Pyke
Plays on fourth execution in sequence (Quadra Kill),,LoL/Pyke
Plays on fifth execution in sequence (Pentakill),,LoL/Pyke
Plays on first execution in sequence (First Kill),,LoL/Pyke
Plays on second execution in sequence (Double Kill),,LoL/Pyke
'Another name off the list.',,LoL/Pyke
'Finally quit kickin'.',,LoL/Pyke
'Butcher's bill came due.',,LoL/Pyke
'Now to dump the body.',,LoL/Pyke
'Welcome to the water.',,LoL/Pyke
'Sunk beneath the sands...',,LoL/Pyke
'Welcome to the under-dune.',,LoL/Pyke
'Buried 'em deep.',,LoL/Pyke
'No fancy tomb for you.',,LoL/Pyke
'Sand to sand.',,LoL/Pyke
'Three souls lost!',,LoL/Pyke
'Four to the swimming city.',,LoL/Pyke
'Did I 'support' right?',,LoL/Pyke
'Big day for the old murder list!',,LoL/Pyke
'There's no way I'm good for business.',,LoL/Pyke
'What's worth more? A pound of flesh or a gallon of blood?',,LoL/Pyke
'Can't lose sight of 'em.',,LoL/Pyke
'Lure 'em in.',,LoL/Pyke
'Keep 'em in sight.',,LoL/Pyke
'Light in the murk.',,LoL/Pyke
'Light in the deep.',,LoL/Pyke
'Kill with one eye open.',,LoL/Pyke
'I got no blind spots.',,LoL/Pyke
'Never leave their eyeline.',,LoL/Pyke
'Keeps the fog away.',,LoL/Pyke
'Got myeyeon you.',,LoL/Pyke
'Like an angler-shark.',,LoL/Pyke
'Nothing swims past me.',,LoL/Pyke
'Sun don't shine here no more.',,LoL/Pyke
Pyke chuckles to himself. 'Leave 'em in the dark.',,LoL/Pyke
'Cut the strings before they can pull 'em.',,LoL/Pyke
'Now they got blind spots.',,LoL/Pyke
'Salt in their eyes.',,LoL/Pyke
'They can't see nothin' underwater.',,LoL/Pyke
'Sunk the buoy.',,LoL/Pyke
'Darker than a captain's soul.',,LoL/Pyke
'Hit that one!',,LoL/Pyke
'Take 'em down!',,LoL/Pyke
'Needed extra hands.',,LoL/Pyke
'A crew comes in handy sometimes.',,LoL/Pyke
'Sometimes you need an extra hand.',,LoL/Pyke
'Backup would'a helped.',,LoL/Pyke
'I work better with a crew.',,LoL/Pyke
'Be right back.',,LoL/Pyke
'Don't get yourself killed.',,LoL/Pyke
'Going to work...',,LoL/Pyke
"'Going under for a breath, don't wait up.'",,LoL/Pyke
'Swimming city's calling.',,LoL/Pyke
'Current takes me where I need to go.',,LoL/Pyke
Pyke grunts and chuckles.,,LoL/Pyke
'I ain't finished yet.',,LoL/Pyke
"'I'm already dead, more death ain't gonna hurt.'",,LoL/Pyke
'Death keeps spitting me right back out.',,LoL/Pyke
'I don't feel quite like myself these days.' Pyke chuckles menacingly.,,LoL/Pyke
'Revenge... then all of this ends.',,LoL/Pyke
"'You all left me to die, in a hundred different ways, with a thousand different faces.'",,LoL/Pyke
'Faces everywhere... all screaming...',,LoL/Pyke
'I am real. I... am real.',,LoL/Pyke
'Too many voices... all chattering...',,LoL/Pyke
'There were more of us before.',,LoL/Pyke
'This mind is not my own.',,LoL/Pyke
'Trapped in someone else's memory.',,LoL/Pyke
'Maybe this is real... No! Don't trust it!',,LoL/Pyke
'Can't delete me now. Too deep in the network.',,LoL/Pyke
'What are you saying? Yeah. Yes...',,LoL/Pyke
'I'm not what I am anymore.',,LoL/Pyke
'I remember... nothing! It's gone.',,LoL/Pyke
'Just a ghost... haunting the machine.',,LoL/Pyke
'Had to take their parts... rebuild my brain...',,LoL/Pyke
"'What's that?' Pyke grunts. 'No, no, they weren't.'",,LoL/Pyke
'I'm just a projection... a projection.',,LoL/Pyke
'Whole system's compromised.',,LoL/Pyke
'Everyone was there. And... not there.',,LoL/Pyke
'Can't unplug. Can't path straight.',,LoL/Pyke
'No one gets out. Nobody walks away.',,LoL/Pyke
'It's all simulated. Every part of it.',,LoL/Pyke
'Clean up the code. Strip it lean.',,LoL/Pyke
'They made us... perfect... violent...',,LoL/Pyke
'Never been here before... but last time I was... it was just the same.',,LoL/Pyke
"'They killed life, then truth, then death. This place is hell.'",,LoL/Pyke
'This is the true face of PROJECT. Take a good look.',,LoL/Pyke
'The simulation's more real than reality. Just the way they want it.',,LoL/Pyke
'Man... from machine. Machine... into god.',,LoL/Pyke
'Ghost code. Crossed wires. Voices... buried in the numbers.',,LoL/Pyke
'I can almost remember what I used to be. But I know what I've become.',,LoL/Pyke
'I think I knew me once before... somewhere.',,LoL/Pyke
'Like flipping trough a picture book... with too many pictures!',,LoL/Pyke
"'Always knew you were a turncoat, Akali.'",,LoL/Pyke
"'You wanna stop PROJECT, but you're covered in their upgrades. Real smart.'",,LoL/Pyke
"'You're not taking orders from PROJECT anymore, are ya? Serves 'em right.'",,LoL/Pyke
Pyke chuckles. ''Hacker'. I'll show you a hacker.',,LoL/Pyke
'I like that sword. I'm gonna cut off your arm and take it!',,LoL/Pyke
"'Too dangerous, Irelia? Wasn't too dangerous when you needed my help.'",,LoL/Pyke
"'Look at all those upgrades, Jhin. I think I'll take 'em.'",,LoL/Pyke
"'Let's see who pulls your strings, Jinx.'",,LoL/Pyke
"'Katarina! I'll cut off that pretty head, and pull out all of PROJECT's secrets.'",,LoL/Pyke
'Fancy shield... too fancy. You're one of them!',,LoL/Pyke
"'I know you, Program. Billions of ones and zeros. Zero us all out.'",,LoL/Pyke
Pyke laughs maniacally. 'So you're Lucian. Met a ghost who says she's your wife.',,LoL/Pyke
'Yi was the first. I saw him... saw what they did...' Pyke laughs menacingly.,,LoL/Pyke
"'Tin can man. Gonna cut him open, like a big tin can.'",,LoL/Pyke
"'You were part of it, Vayne. You made me this way. And now, you'll die for it.'",,LoL/Pyke
'If you wanna help people so much... explain your sister.',,LoL/Pyke
'Warwick. They made you their dog.',,LoL/Pyke
'Yasuo! Once a PROJECT always a PROJECT!',,LoL/Pyke
Pyke grunts. 'Killed me? Who killed me?Zed.' Pyke snarls. 'His name... was Zed.',,LoL/Pyke
'You were there when they changed me... when they made me a monster.',,LoL/Pyke
'Your code. My code. Pulled by the same strings.',,LoL/Pyke
'More bodies for the scrap heap.',,LoL/Pyke
'Make me feel alive again!',,LoL/Pyke
'Big words... for a hologram.',,LoL/Pyke
'You get a snake! And you get a snake! Everybody gets a snake!',,LoL/Pyke
Pyke laughs mockingly. 'Funny.',,LoL/Pyke
Pyke plays an electronic guitar riff.,,LoL/Pyke
'I remember everything.',,LoL/Pyke
'Quit your staring.',,LoL/Pyke
'Break you down for parts.',,LoL/Pyke
'What did you say?!',,LoL/Pyke
'Gotta cut out your optics!',,LoL/Pyke
'We'll see how real you are!',,LoL/Pyke
"'It was you, I know it!'",,LoL/Pyke
'What did you do to me?!',,LoL/Pyke
'Tell me what I am!',,LoL/Pyke
'...seen those eyes before.',,LoL/Pyke
'Don't look at me!',,LoL/Pyke
'Killed you before.',,LoL/Pyke
'Kill you again!',,LoL/Pyke
'You're one of 'em.',,LoL/Pyke
'Who am I?',,LoL/Pyke
'I've seen you before.',,LoL/Pyke
'What's hiding under that skin?',,LoL/Pyke
'You're in my kill zone!',,LoL/Pyke
'You got upgrades I need.',,LoL/Pyke
'Stop screaming at me.',,LoL/Pyke
'You know who I am.',,LoL/Pyke
'I'll hack off those limbs!',,LoL/Pyke
'Stop following me.',,LoL/Pyke
'You're not real!',,LoL/Pyke
'Let's see if you bleed.',,LoL/Pyke
'Rip out your circuits!',,LoL/Pyke
'I know your face!',,LoL/Pyke
'What do you want?!',,LoL/Pyke
'Tear out your wires.',,LoL/Pyke
'Knew you were one of 'em!,,LoL/Pyke
"'I'll show you dangerous, Irelia!'",,LoL/Pyke
"'My voices don't like your voices, Jinx.'",,LoL/Pyke
'Just another dog now!',,LoL/Pyke
'PROJECT thought I was dead. They were right!',,LoL/Pyke
'I'm always down here.',,LoL/Pyke
'I'll make 'em remember.',,LoL/Pyke
'Can't run from a memory.',,LoL/Pyke
'Dark mode engage.',,LoL/Pyke
'A ghost in the dark...',,LoL/Pyke
'No one forgets.',,LoL/Pyke
'Why are you running?!',,LoL/Pyke
'I never left!',,LoL/Pyke
'Look at me!',,LoL/Pyke
'You know me!',,LoL/Pyke
'Take this and run.',,LoL/Pyke
'Something to remember me by.',,LoL/Pyke
'You're part of this now.',,LoL/Pyke
'You remind me of someone.',,LoL/Pyke
'That was good... whatever we did.',,LoL/Pyke
'This mean something to you?',,LoL/Pyke
'Look at me. Why won't you look at me?',,LoL/Pyke
'Speak! Tell me what you did to me.',,LoL/Pyke
'Just an afterimage... trick of the light...',,LoL/Pyke
'I know your face. I know your face. I know your face.',,LoL/Pyke
'You're not real. None of this is real.',,LoL/Pyke
'What was that thing you always said? What wa-? What was that thing?',,LoL/Pyke
'Turncoats die. PROJECT dies with 'em.',,LoL/Pyke
"'You're dead, I'm alive. Now who's dangerous?'",,LoL/Pyke
'My voices win. Your voices die.',,LoL/Pyke
"'Don't worry, Warwick. I'll... remember you...'",,LoL/Pyke
'Blame your cheap-ass upgrades.',,LoL/Pyke
'Now you're all dead. Just like I was.',,LoL/Pyke
'Have to use what you find--' Pyke chuckles. '...to survive...',,LoL/Pyke
'It's just like back then. Back when...' Pyke chuckles.,,LoL/Pyke
"'They come lookin' for us, we'll be ready.'",,LoL/Pyke
'Gotta keep an eye out. That's what they used to say.',,LoL/Pyke
'Nothing gets too close. Nothing else gets in.',,LoL/Pyke
"'They came through here when they... or, was it there...?'",,LoL/Pyke
'Don't let 'em catch me... take me apart again.' Pyke chuckles.,,LoL/Pyke
'Leave enough scrap out here and someone's gonna find it.',,LoL/Pyke
'Come on out! We've got a city to burn!',,LoL/Pyke
'I'm not the only monster PROJECT left behind.' Pyke laughs maniacally.,,LoL/Pyke
'See you... soon...',,LoL/Pyke
'The voices... stopped...',,LoL/Pyke
'Brain function restored. Memory... incomplete.',,LoL/Pyke
'Reinitializing. Errors... found.',,LoL/Pyke
'I was dreaming... of flowers...',,LoL/Pyke
'The voices are a trail... like chum in the water... and I've got their scent.',,LoL/Pyke
'Snuff the Pykes out one by one. Then it'll be quiet.',,LoL/Pyke
'Foreglow's bleeding me dry... can't stop it. But I'll take every Pyke with me.',,LoL/Pyke
'New colors in this realm... Wonder what blood looks like.',,LoL/Pyke
'Every realm could use a little slash and burn.' Pyke chuckles menacingly.,,LoL/Pyke
'How many realms have I skewered on my blade? I lost count.',,LoL/Pyke
'Feel the Pykes in every realm... permanently.',,LoL/Pyke
'Are the whispers real... or is my brain cooked?',,LoL/Pyke
'Eyes pop with enough heat.',,LoL/Pyke
'Realms... bleedin' together...',,LoL/Pyke
'I'm Pyke... still Pyke... still... Pyke...',,LoL/Pyke
"'Can you feel me, Pyke? I'm comin'.'",,LoL/Pyke
'I'll rest in silence.',,LoL/Pyke
'This realm wants to die.',,LoL/Pyke
'When a door closes... burn the house down.',,LoL/Pyke
'A cut throat has no voice.',,LoL/Pyke
'I follow no one.',,LoL/Pyke
'You Pykes whisper out of fear - fear that I'll find you.',,LoL/Pyke
'Keep whispering. I'll find you all.',,LoL/Pyke
"'The universe saw me burning, and did nothing!'",,LoL/Pyke
'I'm not talking to myself.They'retalking to me.',,LoL/Pyke
'Always liked burning bridges.',,LoL/Pyke
'Space and time don't do fair and equal.',,LoL/Pyke
"'Condemned, damned, dying...'",,LoL/Pyke
'Every realm's full of the same trash!',,LoL/Pyke
"'Fire, eating away everything...'",,LoL/Pyke
'Never forget the smell of a burning body.',,LoL/Pyke
'Foreglow brought out my true colors.',,LoL/Pyke
'I look how I feel.',,LoL/Pyke
'Never wanted brothers. Pykes are worse.',,LoL/Pyke
"'Bathe in fire, sleep in ash.'",,LoL/Pyke
"'Not the only Pyke, but Iwillbe the last.'",,LoL/Pyke
'Empyrean. Fancy word for 'nothing to lose.'',,LoL/Pyke
'Nothing like watching the light leave your own eyes.',,LoL/Pyke
"'Pyke kills Pyke, kills Pyke, kills Pyke.' Pyke chuckles.",,LoL/Pyke
'Universe is cruel. Why should I be any different?',,LoL/Pyke
'Tried going home once... only ash and darkness now.',,LoL/Pyke
'I see things in the Foreglow... shadows... faces with no names...',,LoL/Pyke
"'A realm dies, and an Empyrean's born.' Pyke scoffs. 'Cosmic joke.'",,LoL/Pyke
'Lookin' for Pyke... but you'll do.',,LoL/Pyke
'I'll show you colors you've never seen!',,LoL/Pyke
'You're a coward in this realm too?',,LoL/Pyke
"'Oh, you'll burn easy!'",,LoL/Pyke
'This is your realm? Pitiful.',,LoL/Pyke
'More kindling for the Foreglow!',,LoL/Pyke
"'Can't find what doesn't exist, Jax. Some call that madness.'",,LoL/Pyke
'Jhin... And they callmecrazy.',,LoL/Pyke
"'Got the eyes of a killer, Lux. Cut loose.'",,LoL/Pyke
'You're a strange-looking Pyke...',,LoL/Pyke
"'I've seen corpses happier than you, Vex.'",,LoL/Pyke
'Zac. The Foreglow will make anything an Empyrean...',,LoL/Pyke
"'You've stayed out of my way, Zed. Don't stop now.'",,LoL/Pyke
'Call me a trailblazer.' Pyke cackles.,,LoL/Pyke
'Was that a burn?',,LoL/Pyke
'I touched grass.',,LoL/Pyke
Pyke laughs maniacally.,,LoL/Pyke
'Snuff you out!',,LoL/Pyke
'You look cold.',,LoL/Pyke
'Burn with me.',,LoL/Pyke
'Feed the fire!',,LoL/Pyke
'I'll gut your world!',,LoL/Pyke
'My blade is starving!',,LoL/Pyke
'Can you hear them?',,LoL/Pyke
'You're in my way!',,LoL/Pyke
'I'll warm you up.',,LoL/Pyke
'Like a hot knife through butter.',,LoL/Pyke
'Blade's all warm for ya!',,LoL/Pyke
'Try and kill me.',,LoL/Pyke
'I'll show you the light.',,LoL/Pyke
'Need a light?',,LoL/Pyke
"'Another realm, another fight.'",,LoL/Pyke
"'Shut up, shut up,shut up!'",,LoL/Pyke
'There'll be nothin' left o' ya!',,LoL/Pyke
"'I'll roast you on a stake, Baron!'",,LoL/Pyke
"'Well done, fool.'",,LoL/Pyke
'You'll never escape.',,LoL/Pyke
'Voices distracted me!',,LoL/Pyke
Pyke grunts in frustration.,,LoL/Pyke
'Like a warm bath.',,LoL/Pyke
'I'll flicker in the darkness.',,LoL/Pyke
Pyke exhales and chuckles.,,LoL/Pyke
'Too late now!',,LoL/Pyke
'Not dead yet!',,LoL/Pyke
'Wealth won't save you.',,LoL/Pyke
'Take your pittance.',,LoL/Pyke
'Enjoy it while you can.',,LoL/Pyke
'Money rules every realm.',,LoL/Pyke
"'Hm, you're better in this realm.'",,LoL/Pyke
'Let this burn a hole in your pocket.',,LoL/Pyke
'You would make a good Empyrean.',,LoL/Pyke
'Don't sweat it.',,LoL/Pyke
'I am the Foreglow!',,LoL/Pyke
'Wasted my time.',,LoL/Pyke
'You don't deserve this life!',,LoL/Pyke
'No more distractions.',,LoL/Pyke
'You always fall.',,LoL/Pyke
'Killing numbs the pain.',,LoL/Pyke
"'My true home is pain. Yours is death, Jax.'",,LoL/Pyke
"'Guess the Foreglow likes me better, Jhin.'",,LoL/Pyke
"'Kids are fools in every realm. Bye, Lux.'",,LoL/Pyke
'Pykes all die the same... Badly.',,LoL/Pyke
"'You depress me, Vex.'",,LoL/Pyke
"'What did the Foreglow see in you, Zac?'",,LoL/Pyke
"'The Foreglow is wasted on you, Zed.'",,LoL/Pyke
'Ugh... this realm is stupid too.',,LoL/Pyke
'I ascend! You burn!',,LoL/Pyke
'Rest'll fall soon enough!',,LoL/Pyke
'This realm bores me!',,LoL/Pyke
'Like a pile of matchsticks.',,LoL/Pyke
'Even stones burn.',,LoL/Pyke
"'Rip me off, I'll rip your face off.'",,LoL/Pyke
'You're cheaper in other realms.',,LoL/Pyke
'I cared about these trinkets...',,LoL/Pyke
'Hide your flammables.',,LoL/Pyke
'The Foreglow is strong.',,LoL/Pyke
'The colors... I see every realm.',,LoL/Pyke
'Come join the fun.',,LoL/Pyke
"'Danger. Not me, yet...'",,LoL/Pyke
"'Smoke, no fire...'",,LoL/Pyke
"'I go anywhere, kill anyone.'",,LoL/Pyke
'Pyke's nearby... I can feel him.',,LoL/Pyke
"'No realm I can't find, no Pyke I can't kill.'",,LoL/Pyke
'Enough of this.',,LoL/Pyke
'Forgot I don't need to walk.',,LoL/Pyke
Pyke grunts and snarls.,,LoL/Pyke
'Quiet... at last...',,LoL/Pyke
Pyke sighs. 'Which realm is this now?',,LoL/Pyke
'Gonna kill a hundred more Pykes for that.',,LoL/Pyke
"'Hmm, should've killed more.'",,LoL/Pyke
'Realm's got spirit. More fun that way.',,LoL/Pyke
'What am I to the Foreglow? A plaything?!',,LoL/Pyke
'Foreglow's not done with me yet.',,LoL/Pyke
'Gonna bleed this place slow.',,LoL/Pyke
'Welcome to Butcher's Bridge. The pride of the Slaughter Docks.',,LoL/Pyke
'Welcome to Butcher's Bridge. No place for the squeamish.',,LoL/Pyke
'One minute until minions spawn.',,LoL/Pyke
'One minute 'till mayhem.',,LoL/Pyke
'30 seconds until minions spawn.',,LoL/Pyke
'30 seconds. Just a little longer now.',,LoL/Pyke
'Minions have spawned.',,LoL/Thresh
'Minions have spawned. Those little guys don't bleed. Ain't natural.',,LoL/Pyke
'First blood! Gutted 'em like a fish.',,LoL/Pyke
'First blood. A good start.',,LoL/Pyke
'You have slain an enemy.',,LoL/Thresh
'You have slain an enemy!',,LoL/Pyke
'You have slain an enemy. Dropped 'em like an anchor!',,LoL/Pyke
'You have slain an enemy. A killer after my own dead heart.',,LoL/Pyke
'You have been slain!',,LoL/Pyke
'You have been slain.',,LoL/Thresh
"'You have been slain! Don't worry, death's just the beginning.'",,LoL/Pyke
'You have been slain! I'll put in a good word for you down below.',,LoL/Pyke
'An enemy has been slain.',,LoL/Thresh
'An enemy's been slain. Landed you a big one.',,LoL/Pyke
'An enemy has been slain. Cut 'em from gut to gob.',,LoL/Pyke
'An ally has been slain.',,LoL/Thresh
'An ally's been slain! Your friend's dead.',,LoL/Pyke
'An ally has been slain. Your friend's swimming with the fishes.',,LoL/Pyke
'Executed. Blood thirsts the land if you let it.',,LoL/Pyke
'Executed. Hard to resist the siren's call.',,LoL/Pyke
'Executed. Typical landlubber.',,LoL/Pyke
'Aced. Don't get deader than that.',,LoL/Pyke
'Aced! Time to hide the bodies.',,LoL/Pyke
'Double kill! Got the captain and their mate.',,LoL/Pyke
"'Double kill! Thinning out their crew, eh? Smart.'",,LoL/Pyke
'Triple kill! Three more for the deep.',,LoL/Pyke
'Triple kill! A trio of souls sunk in the briny deep.',,LoL/Pyke
'Quadra kill! Your enemies are just grasping at straws now.',,LoL/Pyke
'Quadra kill! They're floundering! Just need to finish 'em off.',,LoL/Pyke
'Pentakill! Drag 'em all down!',,LoL/Pyke
'Pentakill! All hands lost!',,LoL/Pyke
